year,donor_code,donor_name,category_code,category_name,value,iati_usd_mil,percent_difference
2017.0,1638.0,Margaret A. Cargill Foundation,30.0,Private Development Finance,46.836742,,
2017.0,1639.0,La Caixa Banking Foundation,30.0,Private Development Finance,13.754466,,
2017.0,1640.0,Bloomberg Family Foundation,30.0,Private Development Finance,180.7769,,
2017.0,1641.0,Susan T. Buffett Foundation,30.0,Private Development Finance,260.360895,,
2017.0,1642.0,Howard G. Buffett Foundation,30.0,Private Development Finance,138.643527,,
2017.0,1643.0,Open Society Foundations,30.0,Private Development Finance,226.820517,,
2017.0,1644.0,Fondation Botnar,30.0,Private Development Finance,24.450908,,
2017.0,1648.0,Leona M. and Harry B. Helmsley Charitable Trust,30.0,Private Development Finance,56.925275,,
2018.0,1.0,Austria,10.0,ODA,491.810747,,
2018.0,1.0,Austria,21.0,Non-export credit OOF,222.790486,,
2018.0,2.0,Belgium,10.0,ODA,1350.824146,459.53486316560003,34.01885171555114
2018.0,2.0,Belgium,21.0,Non-export credit OOF,60.995162,,
2018.0,3.0,Denmark,10.0,ODA,1852.884112,2347.06186040277,126.67073160173818
2018.0,3.0,Denmark,21.0,Non-export credit OOF,145.608195,,
2018.0,3.0,Denmark,30.0,Private Development Finance,353.481231,,
2018.0,4.0,France,10.0,ODA,9542.743289,214.18468454380002,2.244477065527818
2018.0,4.0,France,21.0,Non-export credit OOF,868.217134,,
2018.0,5.0,Germany,10.0,ODA,22424.76629,8139.863125245165,36.29854162125658
2018.0,5.0,Germany,21.0,Non-export credit OOF,1235.852568,,
2018.0,6.0,Italy,10.0,ODA,2243.531264,491.680828453502,21.915488156687527
2018.0,6.0,Italy,21.0,Non-export credit OOF,75.067961,,
2018.0,7.0,Netherlands,10.0,ODA,3833.318225,3484.72324769,90.90618214171351
2018.0,7.0,Netherlands,30.0,Private Development Finance,,72.64699731708801,
2018.0,7.0,Netherlands,50.0,Other flows,,0.3678227062,
2018.0,8.0,Norway,10.0,ODA,3270.660664,1555.9154056962025,47.57189954990092
2018.0,8.0,Norway,21.0,Non-export credit OOF,629.514626,,
2018.0,9.0,Portugal,10.0,ODA,187.232639,,
2018.0,9.0,Portugal,21.0,Non-export credit OOF,0.059011,,
2018.0,10.0,Sweden,10.0,ODA,3953.366565,,
2018.0,10.0,Sweden,21.0,Non-export credit OOF,94.175068,,
2018.0,11.0,Switzerland,10.0,ODA,2370.353042,1812.6776683849769,76.47289818294404
2018.0,11.0,Switzerland,21.0,Non-export credit OOF,82.321166,,
2018.0,12.0,United Kingdom,10.0,ODA,12479.337049,11128.64120687532,89.17654169591553
2018.0,12.0,United Kingdom,21.0,Non-export credit OOF,1092.840082,,
2018.0,18.0,Finland,10.0,ODA,494.448257,886.313283713631,179.2529898054896
2018.0,18.0,Finland,21.0,Non-export credit OOF,131.642216,,
2018.0,20.0,Iceland,10.0,ODA,61.124734,,
2018.0,21.0,Ireland,10.0,ODA,530.322026,836.0757892477922,157.65435872124084
2018.0,22.0,Luxembourg,10.0,ODA,351.509795,,
2018.0,30.0,Cyprus,10.0,ODA,3.318847,,
2018.0,40.0,Greece,10.0,ODA,38.581449,,
2018.0,45.0,Malta,10.0,ODA,20.516557,,
2018.0,50.0,Spain,10.0,ODA,1095.304846,289.92517163432,26.46981547585703
2018.0,50.0,Spain,21.0,Non-export credit OOF,140.213629,,
2018.0,55.0,Türkiye,10.0,ODA,8433.02261,,
2018.0,55.0,Türkiye,21.0,Non-export credit OOF,300.0,,
2018.0,61.0,Slovenia,10.0,ODA,29.279388,0.20067905619999998,0.68539361615072
2018.0,61.0,Slovenia,21.0,Non-export credit OOF,5.303336,,
2018.0,62.0,Croatia,10.0,ODA,16.665545,,
2018.0,68.0,Czechia,10.0,ODA,100.167487,,
2018.0,69.0,Slovak Republic,10.0,ODA,32.35545,119.2692609818,368.621858085114
2018.0,70.0,Liechtenstein,10.0,ODA,18.71,,
2018.0,72.0,Bulgaria,10.0,ODA,9.75,,
2018.0,75.0,Hungary,10.0,ODA,129.115374,,
2018.0,76.0,Poland,10.0,ODA,264.815758,,
2018.0,76.0,Poland,21.0,Non-export credit OOF,23.816239,,
2018.0,77.0,Romania,10.0,ODA,59.240191,,
2018.0,82.0,Estonia,10.0,ODA,21.676181,,
2018.0,83.0,Latvia,10.0,ODA,4.91543,,
2018.0,84.0,Lithuania,10.0,ODA,12.060403,,
2018.0,104.0,Nordic Development Fund [NDF],10.0,ODA,33.587512,,
2018.0,301.0,Canada,10.0,ODA,3542.315293,1426.7466390143447,40.27723454865102
2018.0,301.0,Canada,20.0,OOF,,6.058267788666384,
2018.0,301.0,Canada,21.0,Non-export credit OOF,11.947381,,
2018.0,302.0,United States,10.0,ODA,30667.65902,22500.074663,73.36743456136158
2018.0,302.0,United States,21.0,Non-export credit OOF,265.49837,,
2018.0,302.0,United States,50.0,Other flows,,6877.051439,
2018.0,546.0,Israel,10.0,ODA,315.382699,,
2018.0,552.0,Kuwait,10.0,ODA,2030.855677,,
2018.0,566.0,Saudi Arabia,10.0,ODA,5031.901936,1138.447286,22.62459206239984
2018.0,566.0,Saudi Arabia,20.0,OOF,,0.4,
2018.0,576.0,United Arab Emirates,10.0,ODA,4162.62759,1115.06995371,26.78764625470615
2018.0,576.0,United Arab Emirates,20.0,OOF,,14.63381432,
2018.0,576.0,United Arab Emirates,21.0,Non-export credit OOF,1363.33333,,
2018.0,611.0,Azerbaijan,10.0,ODA,5.338202,,
2018.0,613.0,Kazakhstan,10.0,ODA,33.415915,,
2018.0,701.0,Japan,10.0,ODA,13284.632208,,
2018.0,732.0,Chinese Taipei,10.0,ODA,265.335378,,
2018.0,742.0,Korea,10.0,ODA,1910.001984,,
2018.0,742.0,Korea,21.0,Non-export credit OOF,7899.899126,,
2018.0,764.0,Thailand,10.0,ODA,61.835479,,
2018.0,801.0,Australia,10.0,ODA,2553.579766,2480.864863761201,97.15243270615737
2018.0,801.0,Australia,21.0,Non-export credit OOF,199.480777,,
2018.0,811.0,Global Environment Facility [GEF],10.0,ODA,454.45927,,
2018.0,811.0,Global Environment Facility [GEF],21.0,Non-export credit OOF,3.489131,,
2018.0,820.0,New Zealand,10.0,ODA,462.650011,353.7942804354239,76.47125732704757
2018.0,901.0,International Bank for Reconstruction and Development,50.0,Other flows,,1021.299436193342,
2018.0,901.0,International Bank for Reconstruction and Development [IBRD],21.0,Non-export credit OOF,17051.865966,,
2018.0,905.0,International Development Association,10.0,ODA,,15232.159965,
2018.0,905.0,International Development Association,20.0,OOF,,14765.727856,
2018.0,905.0,International Development Association [IDA],10.0,ODA,15887.942548,,
2018.0,906.0,Caribbean Development Bank [CarDB],10.0,ODA,36.9209,,
2018.0,906.0,Caribbean Development Bank [CarDB],21.0,Non-export credit OOF,25.24554,,
2018.0,909.0,Inter-American Development Bank,20.0,OOF,,10294.298413,
2018.0,909.0,Inter-American Development Bank [IDB],10.0,ODA,1149.452189,,
2018.0,909.0,Inter-American Development Bank [IDB],21.0,Non-export credit OOF,8097.036987,,
2018.0,913.0,African Development Bank,10.0,ODA,,4441.359812544673,
2018.0,913.0,African Development Bank,21.0,Non-export credit OOF,,2.6084235068743693,
2018.0,913.0,African Development Bank [AfDB],10.0,ODA,98.462921,,
2018.0,913.0,African Development Bank [AfDB],21.0,Non-export credit OOF,4265.77073,,
2018.0,914.0,African Development Fund,10.0,ODA,,4441.359812544673,
2018.0,914.0,African Development Fund,21.0,Non-export credit OOF,,2.6084235068743693,
2018.0,914.0,African Development Fund [AfDF],10.0,ODA,2112.811017,,
2018.0,915.0,Asian Development Bank,10.0,ODA,,1698.5697555,
2018.0,915.0,Asian Development Bank,21.0,Non-export credit OOF,,10112.262606229999,
2018.0,915.0,Asian Development Bank [AsDB],10.0,ODA,2288.568894,,
2018.0,915.0,Asian Development Bank [AsDB],21.0,Non-export credit OOF,11893.322837,,
2018.0,918.0,EU Institutions,10.0,ODA,19664.049142,2649.8262998662,13.475486562970875
2018.0,918.0,EU Institutions,21.0,Non-export credit OOF,1756.696944,,
2018.0,918.0,EU Institutions,50.0,Other flows,,6.802519841670001,
2018.0,921.0,Arab Fund (AFESD),10.0,ODA,564.640612,,
2018.0,923.0,UN Peacebuilding Fund [UNPBF],10.0,ODA,125.55935,,
2018.0,928.0,World Health Organisation [WHO],10.0,ODA,520.403926,,
2018.0,932.0,Food and Agriculture Organisation,10.0,ODA,,383.21027614999997,
2018.0,932.0,Food and Agriculture Organisation [FAO],10.0,ODA,396.862549,,
2018.0,940.0,International Labour Organisation [ILO],10.0,ODA,226.513458,,
2018.0,944.0,International Atomic Energy Agency [IAEA],10.0,ODA,89.624252,,
2018.0,951.0,OPEC Fund for International Development [OPEC Fund],10.0,ODA,525.102188,,
2018.0,951.0,OPEC Fund for International Development [OPEC Fund],21.0,Non-export credit OOF,884.468156,,
2018.0,958.0,IMF Concessional Trust Funds,10.0,ODA,1214.036868,,
2018.0,959.0,UNDP,10.0,ODA,304.497378,2397.754801,787.446780904629
2018.0,963.0,UNICEF,10.0,ODA,1499.195609,5352.207456,357.0052782885385
2018.0,964.0,UNRWA,10.0,ODA,759.275668,,
2018.0,966.0,WFP,10.0,ODA,185.668493,,
2018.0,967.0,UNHCR,10.0,ODA,479.577811,4226.2501293800005,881.2438841921316
2018.0,971.0,UNAIDS,10.0,ODA,189.450498,56.980327,30.07663088856066
2018.0,974.0,UNFPA,10.0,ODA,211.5643,,
2018.0,976.0,Islamic Development Bank [IsDB],10.0,ODA,165.958244,,
2018.0,976.0,Islamic Development Bank [IsDB],21.0,Non-export credit OOF,2101.380636,,
2018.0,976.0,Islamic Development Bank,10.0,ODA,,152.23018196,
2018.0,976.0,Islamic Development Bank,21.0,Non-export credit OOF,,2210.62906633,
2018.0,978.0,OSCE,10.0,ODA,115.681494,,
2018.0,988.0,IFAD,10.0,ODA,645.475238,,
2018.0,988.0,IFAD,20.0,OOF,,857.5963981449695,
2018.0,988.0,IFAD,21.0,Non-export credit OOF,166.901396,,
2018.0,990.0,European Bank for Reconstruction and Development,50.0,Other flows,,1021.299436193342,
2018.0,990.0,European Bank for Reconstruction and Development [EBRD],21.0,Non-export credit OOF,5846.685948,,
2018.0,1011.0,Climate Investment Funds [CIF],10.0,ODA,407.685609,,
2018.0,1012.0,Adaptation Fund,10.0,ODA,49.288581,,
2018.0,1013.0,Council of Europe Development Bank [CEB],10.0,ODA,42.425352,,
2018.0,1013.0,Council of Europe Development Bank [CEB],21.0,Non-export credit OOF,294.165473,,
2018.0,1014.0,Private Infrastructure Development Group,36.0,Private Foreign Direct Investment,,236.7093506476,
2018.0,1015.0,Development Bank of Latin America [CAF],21.0,Non-export credit OOF,8920.0,,
2018.0,1016.0,Green Climate Fund [GCF],10.0,ODA,134.639506,,
2018.0,1016.0,Green Climate Fund [GCF],21.0,Non-export credit OOF,172.624461,,
2018.0,1020.0,Central Emergency Response Fund [CERF],10.0,ODA,500.50826,,
2018.0,1023.0,World Tourism Organisation [UNWTO],10.0,ODA,9.752626,,
2018.0,1024.0,Asian Infrastructure Investment Bank [AIIB],10.0,ODA,0.223039,,
2018.0,1024.0,Asian Infrastructure Investment Bank [AIIB],21.0,Non-export credit OOF,381.304468,,
2018.0,1025.0,Center of Excellence in Finance [CEF],10.0,ODA,1.180223,,
2018.0,1311.0,Global Alliance for Vaccines and Immunization [GAVI],10.0,ODA,1564.564986,,
2018.0,1311.0,Global Alliance for Vaccines and Immunization,10.0,ODA,,1375.4124470499999,
2018.0,1312.0,Global Fund,10.0,ODA,3282.929513,,
2018.0,1312.0,Global Fund,10.0,ODA,,3283.54088385,
2018.0,1313.0,Global Green Growth Institute [GGGI],10.0,ODA,18.57061,,
2018.0,1313.0,Global Green Growth Institute,10.0,ODA,,25.85581261,
2018.0,1601.0,Bill & Melinda Gates Foundation,30.0,Private Development Finance,3446.050946,,
2018.0,1602.0,Dutch Postcode Lottery,30.0,Private Development Finance,248.553056,,
2018.0,1603.0,Swedish Postcode Lottery,30.0,Private Development Finance,70.377787,,
2018.0,1604.0,People's Postcode Lottery,30.0,Private Development Finance,47.342933,,
2018.0,1605.0,MetLife Foundation,30.0,Private Development Finance,11.511017,,
2018.0,1606.0,Mastercard Foundation,30.0,Private Development Finance,263.336143,,
2018.0,1608.0,IKEA Foundation,30.0,Private Development Finance,118.93213,,
2018.0,1609.0,Van Leer Foundation,30.0,Private Development Finance,14.32643,,
2018.0,1610.0,MAVA Foundation,30.0,Private Development Finance,58.051692,,
2018.0,1611.0,Oak Foundation,30.0,Private Development Finance,211.116613,,
2018.0,1612.0,H&M Foundation,30.0,Private Development Finance,16.293878,,
2018.0,1613.0,Laudes Foundation,30.0,Private Development Finance,44.40389,,
2018.0,1614.0,Charity Projects Ltd (Comic Relief),30.0,Private Development Finance,36.04845,,
2018.0,1615.0,Children's Investment Fund Foundation,30.0,Private Development Finance,236.288367,,
2018.0,1616.0,Gatsby Charitable Foundation,30.0,Private Development Finance,13.788183,,
2018.0,1617.0,Conrad N. Hilton Foundation,30.0,Private Development Finance,46.413,,
2018.0,1618.0,David and Lucile Packard Foundation,30.0,Private Development Finance,122.892377,,
2018.0,1619.0,John D. and Catherine T. MacArthur Foundation,30.0,Private Development Finance,84.515294,,
2018.0,1620.0,Carnegie Corporation of New York,30.0,Private Development Finance,18.4674,,
2018.0,1621.0,Michael & Susan Dell Foundation,30.0,Private Development Finance,31.373737,,
2018.0,1622.0,"Omidyar Network Fund, Inc.",30.0,Private Development Finance,52.763308,,
2018.0,1623.0,Rockefeller Foundation,30.0,Private Development Finance,107.176771,,
2018.0,1624.0,William and Flora Hewlett Foundation,30.0,Private Development Finance,209.023218,,
2018.0,1624.0,William and Flora Hewlett Foundation,30.0,Private Development Finance,,114.751332,
2018.0,1625.0,Arcus Foundation,30.0,Private Development Finance,15.912738,,
2018.0,1626.0,Gordon and Betty Moore Foundation,30.0,Private Development Finance,115.243276,,
2018.0,1627.0,Ford Foundation,30.0,Private Development Finance,225.701962,,
2018.0,1628.0,Wellcome Trust,30.0,Private Development Finance,275.309276,,
2018.0,1630.0,World Diabetes Foundation,30.0,Private Development Finance,11.292349,,
2018.0,1631.0,McKnight Foundation,30.0,Private Development Finance,9.284179,,
2018.0,1632.0,Citi Foundation,30.0,Private Development Finance,27.635,,
2018.0,1633.0,LEGO Foundation,30.0,Private Development Finance,21.016807,,
2018.0,1634.0,Norwegian Postcode Lottery,30.0,Private Development Finance,0.486853,,
2018.0,1636.0,Jacobs Foundation,30.0,Private Development Finance,16.071021000000002,,
2018.0,1637.0,Arcadia Fund,30.0,Private Development Finance,53.019941,,
2018.0,1638.0,Margaret A. Cargill Foundation,30.0,Private Development Finance,48.051715,,
2018.0,1639.0,La Caixa Banking Foundation,30.0,Private Development Finance,30.283893,,
2018.0,1640.0,Bloomberg Family Foundation,30.0,Private Development Finance,212.731617,,
2018.0,1641.0,Susan T. Buffett Foundation,30.0,Private Development Finance,307.175623,,
2018.0,1642.0,Howard G. Buffett Foundation,30.0,Private Development Finance,101.806397,,
2018.0,1643.0,Open Society Foundations,30.0,Private Development Finance,261.251536,,
2018.0,1644.0,Fondation Botnar,30.0,Private Development Finance,46.310434,,
2018.0,1648.0,Leona M. and Harry B. Helmsley Charitable Trust,30.0,Private Development Finance,42.009687,,
2019.0,1.0,Austria,10.0,ODA,453.441381,,
2019.0,1.0,Austria,21.0,Non-export credit OOF,317.98871,,
2019.0,2.0,Belgium,10.0,ODA,1148.92921,576.134354733,50.14533094976321
2019.0,2.0,Belgium,21.0,Non-export credit OOF,201.691612,,
2019.0,3.0,Denmark,10.0,ODA,1817.27252,2540.9307052838794,139.82111528786444
2019.0,3.0,Denmark,21.0,Non-export credit OOF,125.768579,,
2019.0,3.0,Denmark,30.0,Private Development Finance,300.345424,,
2019.0,4.0,France,10.0,ODA,9661.337112,1271.823247511796,13.164049993992135
2019.0,4.0,France,21.0,Non-export credit OOF,1113.157935,62.287013448554,5.595523464381898
2019.0,5.0,Germany,10.0,ODA,21283.897292,9040.464226088281,42.475605393408514
2019.0,5.0,Germany,21.0,Non-export credit OOF,1278.94119,,
2019.0,6.0,Italy,10.0,ODA,1466.686325,475.992719676526,32.45361407978805
2019.0,6.0,Italy,21.0,Non-export credit OOF,34.397075,,
2019.0,7.0,Netherlands,10.0,ODA,3440.264013,3435.8459101634003,99.87157663423781
2019.0,7.0,Netherlands,30.0,Private Development Finance,,72.42386642737199,
2019.0,7.0,Netherlands,50.0,Other flows,,0.7356559744,
2019.0,8.0,Norway,10.0,ODA,3341.782375,2085.8311848101266,62.41672708594995
2019.0,8.0,Norway,21.0,Non-export credit OOF,360.959141,,
2019.0,9.0,Portugal,10.0,ODA,177.00244,,
2019.0,9.0,Portugal,21.0,Non-export credit OOF,9.155938,,
2019.0,10.0,Sweden,10.0,ODA,3541.142226,,
2019.0,10.0,Sweden,21.0,Non-export credit OOF,88.799492,,
2019.0,11.0,Switzerland,10.0,ODA,2407.272732,1684.3332929247154,69.96852789194953
2019.0,11.0,Switzerland,21.0,Non-export credit OOF,90.245809,,
2019.0,12.0,United Kingdom,10.0,ODA,13498.55268,11980.833235931213,88.75642833681347
2019.0,12.0,United Kingdom,21.0,Non-export credit OOF,1387.093584,,
2019.0,18.0,Finland,10.0,ODA,604.458102,1508.0472905619297,249.48748069918824
2019.0,18.0,Finland,21.0,Non-export credit OOF,119.763616,,
2019.0,20.0,Iceland,10.0,ODA,51.350164,,
2019.0,21.0,Ireland,10.0,ODA,568.237399,918.4171613130571,161.6256098119049
2019.0,22.0,Luxembourg,10.0,ODA,366.822374,,
2019.0,30.0,Cyprus,10.0,ODA,6.392008,,
2019.0,40.0,Greece,10.0,ODA,142.671956,,
2019.0,40.0,Greece,21.0,Non-export credit OOF,1.470353,,
2019.0,45.0,Malta,10.0,ODA,32.191529,,
2019.0,50.0,Spain,10.0,ODA,1080.491854,317.343686885058,29.37029887918599
2019.0,50.0,Spain,21.0,Non-export credit OOF,38.901727,,
2019.0,55.0,Türkiye,10.0,ODA,8469.041948,,
2019.0,61.0,Slovenia,10.0,ODA,31.082032,0.8347138038,2.685518771102224
2019.0,62.0,Croatia,10.0,ODA,20.362753,,
2019.0,68.0,Czechia,10.0,ODA,95.848178,,
2019.0,69.0,Slovak Republic,10.0,ODA,21.524309,121.0554536118,562.4127288443964
2019.0,70.0,Liechtenstein,10.0,ODA,19.23,,
2019.0,72.0,Bulgaria,10.0,ODA,8.82,,
2019.0,75.0,Hungary,10.0,ODA,158.560872,,
2019.0,76.0,Poland,10.0,ODA,234.060833,,
2019.0,76.0,Poland,21.0,Non-export credit OOF,7.127087,,
2019.0,77.0,Romania,10.0,ODA,64.54088,,
2019.0,82.0,Estonia,10.0,ODA,16.879131,,
2019.0,83.0,Latvia,10.0,ODA,4.461858,,
2019.0,84.0,Lithuania,10.0,ODA,12.007716,,
2019.0,104.0,Nordic Development Fund [NDF],10.0,ODA,31.011767,,
2019.0,301.0,Canada,10.0,ODA,3246.496429,1529.6355230293993,47.116501018316676
2019.0,301.0,Canada,20.0,OOF,,72.74287150972874,
2019.0,301.0,Canada,21.0,Non-export credit OOF,146.31183199999998,,
2019.0,302.0,United States,10.0,ODA,29544.039506,23371.451002,79.10716135230449
2019.0,302.0,United States,21.0,Non-export credit OOF,641.775645,,
2019.0,302.0,United States,50.0,Other flows,,6575.101039,
2019.0,546.0,Israel,10.0,ODA,239.319591,,
2019.0,552.0,Kuwait,10.0,ODA,729.785046,,
2019.0,561.0,Qatar,10.0,ODA,526.110208,,
2019.0,566.0,Saudi Arabia,10.0,ODA,2246.720007,143.801755,6.400519626476092
2019.0,576.0,United Arab Emirates,10.0,ODA,2610.511157,621.0129621599999,23.788941123456762
2019.0,576.0,United Arab Emirates,20.0,OOF,,81.49469099,
2019.0,576.0,United Arab Emirates,21.0,Non-export credit OOF,3599.883175,,
2019.0,611.0,Azerbaijan,10.0,ODA,6.422812,,
2019.0,613.0,Kazakhstan,10.0,ODA,26.731559,,
2019.0,701.0,Japan,10.0,ODA,14679.847722,,
2019.0,732.0,Chinese Taipei,10.0,ODA,258.245619,,
2019.0,742.0,Korea,10.0,ODA,2045.88928,,
2019.0,742.0,Korea,21.0,Non-export credit OOF,2558.505516,,
2019.0,764.0,Thailand,10.0,ODA,73.37371399999999,,
2019.0,801.0,Australia,10.0,ODA,2234.229358,2675.644109944401,119.75691306552068
2019.0,801.0,Australia,21.0,Non-export credit OOF,523.125741,,
2019.0,811.0,Global Environment Facility [GEF],10.0,ODA,280.756171,,
2019.0,811.0,Global Environment Facility [GEF],21.0,Non-export credit OOF,8.314066,,
2019.0,820.0,New Zealand,10.0,ODA,455.373152,392.3184393002537,86.15317736172854
2019.0,901.0,International Bank for Reconstruction and Development,50.0,Other flows,,908.853652501034,
2019.0,901.0,International Bank for Reconstruction and Development [IBRD],21.0,Non-export credit OOF,19472.877941,,
2019.0,905.0,International Development Association,10.0,ODA,,17530.0814,
2019.0,905.0,International Development Association,20.0,OOF,,16566.388989,
2019.0,905.0,International Development Association [IDA],10.0,ODA,18389.289398,,
2019.0,906.0,Caribbean Development Bank [CarDB],10.0,ODA,180.48346,,
2019.0,909.0,Inter-American Development Bank,20.0,OOF,,9379.950996,
2019.0,909.0,Inter-American Development Bank [IDB],10.0,ODA,825.853774,,
2019.0,909.0,Inter-American Development Bank [IDB],21.0,Non-export credit OOF,8169.864421,,
2019.0,913.0,African Development Bank,10.0,ODA,,3942.083113910612,
2019.0,913.0,African Development Bank,21.0,Non-export credit OOF,,6.364157193386312,
2019.0,913.0,African Development Bank [AfDB],10.0,ODA,103.583114,,
2019.0,913.0,African Development Bank [AfDB],21.0,Non-export credit OOF,3494.216959,,
2019.0,914.0,African Development Fund,10.0,ODA,,3942.083113910612,
2019.0,914.0,African Development Fund,21.0,Non-export credit OOF,,6.364157193386312,
2019.0,914.0,African Development Fund [AfDF],10.0,ODA,1943.661441,,
2019.0,915.0,Asian Development Bank,10.0,ODA,,2997.7952810700003,
2019.0,915.0,Asian Development Bank,21.0,Non-export credit OOF,,11193.34391669,
2019.0,915.0,Asian Development Bank [AsDB],10.0,ODA,3208.279736,,
2019.0,915.0,Asian Development Bank [AsDB],21.0,Non-export credit OOF,13508.978646,,
2019.0,918.0,EU Institutions,10.0,ODA,17719.558223,3236.230089755204,18.263604820319816
2019.0,918.0,EU Institutions,21.0,Non-export credit OOF,1410.443989,1.013982640362,0.07189102497298813
2019.0,918.0,EU Institutions,50.0,Other flows,,30.990977412659998,
2019.0,921.0,Arab Fund (AFESD),10.0,ODA,722.296055,,
2019.0,923.0,UN Peacebuilding Fund [UNPBF],10.0,ODA,146.940444,,
2019.0,928.0,World Health Organisation,10.0,ODA,,53.3919601,
2019.0,928.0,World Health Organisation [WHO],10.0,ODA,547.805263,,
2019.0,932.0,Food and Agriculture Organisation,10.0,ODA,,392.63656133,
2019.0,932.0,Food and Agriculture Organisation [FAO],10.0,ODA,455.029436,,
2019.0,940.0,International Labour Organisation [ILO],10.0,ODA,280.722783,,
2019.0,944.0,International Atomic Energy Agency [IAEA],10.0,ODA,82.735012,,
2019.0,951.0,OPEC Fund for International Development [OPEC Fund],10.0,ODA,363.989685,,
2019.0,951.0,OPEC Fund for International Development [OPEC Fund],21.0,Non-export credit OOF,808.958721,,
2019.0,958.0,IMF Concessional Trust Funds,10.0,ODA,1472.842336,,
2019.0,959.0,UNDP,10.0,ODA,371.953333,2888.085337,776.4644327034434
2019.0,963.0,UNICEF,10.0,ODA,1023.476,5649.260431,551.968041361009
2019.0,964.0,UNRWA,10.0,ODA,765.022,,
2019.0,966.0,WFP,10.0,ODA,308.90718,,
2019.0,967.0,UNHCR,10.0,ODA,669.032424,4415.29148913,659.95179467266
2019.0,971.0,UNAIDS,10.0,ODA,135.266862,59.766878,44.18441968440134
2019.0,974.0,UNFPA,10.0,ODA,416.650866,,
2019.0,976.0,Islamic Development Bank [IsDB],10.0,ODA,306.681019,,
2019.0,976.0,Islamic Development Bank [IsDB],21.0,Non-export credit OOF,2378.486817,,
2019.0,976.0,Islamic Development Bank,10.0,ODA,,150.18965717,
2019.0,976.0,Islamic Development Bank,21.0,Non-export credit OOF,,2598.8557824600002,
2019.0,978.0,OSCE,10.0,ODA,111.353197,,
2019.0,988.0,IFAD,10.0,ODA,732.319186,,
2019.0,988.0,IFAD,20.0,OOF,,910.9876074496764,
2019.0,988.0,IFAD,21.0,Non-export credit OOF,154.492728,,
2019.0,990.0,European Bank for Reconstruction and Development,50.0,Other flows,,908.853652501034,
2019.0,990.0,European Bank for Reconstruction and Development [EBRD],21.0,Non-export credit OOF,5654.593248,,
2019.0,1011.0,Climate Investment Funds [CIF],10.0,ODA,66.774313,,
2019.0,1011.0,Climate Investment Funds [CIF],21.0,Non-export credit OOF,31.684188,,
2019.0,1012.0,Adaptation Fund,10.0,ODA,63.859324,,
2019.0,1013.0,Council of Europe Development Bank [CEB],10.0,ODA,87.172282,,
2019.0,1013.0,Council of Europe Development Bank [CEB],21.0,Non-export credit OOF,321.716107,,
2019.0,1014.0,Private Infrastructure Development Group,36.0,Private Foreign Direct Investment,,270.3439693564,
2019.0,1015.0,Development Bank of Latin America [CAF],21.0,Non-export credit OOF,8213.0,,
2019.0,1016.0,Green Climate Fund [GCF],10.0,ODA,257.19461,,
2019.0,1016.0,Green Climate Fund [GCF],21.0,Non-export credit OOF,247.593379,,
2019.0,1020.0,Central Emergency Response Fund [CERF],10.0,ODA,537.669991,,
2019.0,1023.0,World Tourism Organisation [UNWTO],10.0,ODA,8.310646,,
2019.0,1024.0,Asian Infrastructure Investment Bank [AIIB],10.0,ODA,1.657535,,
2019.0,1024.0,Asian Infrastructure Investment Bank [AIIB],21.0,Non-export credit OOF,476.778231,,
2019.0,1025.0,Center of Excellence in Finance [CEF],10.0,ODA,1.119444,,
2019.0,1037.0,International Investment Bank [IIB],21.0,Non-export credit OOF,62.824889,,
2019.0,1038.0,UN Institute for Disarmament Research [UNIDIR],10.0,ODA,0.184049,,
2019.0,1050.0,WHO-Strategic Preparedness and Response Plan,10.0,ODA,,53.3919601,
2019.0,1311.0,Global Alliance for Vaccines and Immunization [GAVI],10.0,ODA,2081.161404,,
2019.0,1311.0,Global Alliance for Vaccines and Immunization,10.0,ODA,,1838.43983237,
2019.0,1312.0,Global Fund,10.0,ODA,3583.303761,,
2019.0,1312.0,Global Fund,10.0,ODA,,3576.69899533,
2019.0,1313.0,Global Green Growth Institute [GGGI],10.0,ODA,8.305917,,
2019.0,1313.0,Global Green Growth Institute,10.0,ODA,,22.41300979,
2019.0,1601.0,Bill & Melinda Gates Foundation,30.0,Private Development Finance,3599.823173,4136.31892868,114.90339191391163
2019.0,1602.0,Dutch Postcode Lottery,30.0,Private Development Finance,237.934734,,
2019.0,1603.0,Swedish Postcode Lottery,30.0,Private Development Finance,55.777872,,
2019.0,1604.0,People's Postcode Lottery,30.0,Private Development Finance,57.298961,,
2019.0,1605.0,MetLife Foundation,30.0,Private Development Finance,14.040657,,
2019.0,1606.0,Mastercard Foundation,30.0,Private Development Finance,298.269151,,
2019.0,1608.0,IKEA Foundation,30.0,Private Development Finance,192.450891,,
2019.0,1609.0,Van Leer Foundation,30.0,Private Development Finance,14.263397,,
2019.0,1610.0,MAVA Foundation,30.0,Private Development Finance,39.759232,,
2019.0,1611.0,Oak Foundation,30.0,Private Development Finance,136.253087,,
2019.0,1612.0,H&M Foundation,30.0,Private Development Finance,16.547619,,
2019.0,1613.0,Laudes Foundation,30.0,Private Development Finance,45.566574,,
2019.0,1614.0,Charity Projects Ltd (Comic Relief),30.0,Private Development Finance,46.287848,,
2019.0,1615.0,Children's Investment Fund Foundation,30.0,Private Development Finance,271.607701,,
